jessiej,Anyone got a violin!! #dramatic RT @OfficialChip: Girlfriends ain't for rappers. We have to be (cont) http://t.co/R2gO47kE
jessiej,Passport Photo #16years old lol http://t.co/LnlJXFEg
jessiej,Shanghai you have been amazing. Loved it! Can't wait to come back and tour here one day! #elitemodelsworldwide2012 thanks for having me x
jessiej,Hometime! Shanghai you were amazing :) #londonbound http://t.co/vZ4QhQk7
jessiej,"Lmao so tonight onstage during Domino I said.... ""Get up if you're hard enough"" #todance #obvs ;)"
jessiej,:) http://t.co/otr3iTf9
jessiej,Song 3: Domino Outfit 3: Simon Preen special love love love it  http://t.co/5siw6qlx
jessiej,Song one: Price Tag. Outfit One: Moschino yellow coat and shoes  #elitemodelsworldwide http://t.co/Q8mo9VSz
jessiej,Shine bright like a diamond http://t.co/rRTFPHnN
jessiej,Song 2: Nobody's Perfect here we gooooo http://t.co/LFhHAvoe
jessiej,Bello http://t.co/vaFBtb1U
jessiej,Yellow http://t.co/OcsSG6iK
jessiej,Taaaa daaaa http://t.co/ZaYSMif6
jessiej,Spa be crazy yo!!!! http://t.co/bBnLePZz
jessiej,Time to steam off this cold :( http://t.co/M4GEx6nm
jessiej,Morning http://t.co/auTW2uiv
jessiej,:) RT @HB_Navy_Gib: @JessieJ thank u for liking my pic it means a lot that u even look xxx
jessiej,Don't wake me up http://t.co/4Ti1dy6h
jessiej,Know your worth
jessiej,"RT @jessJturkiye: @JessieJ  Jools Holland feat. Jessie J - ""Get Here"", now on YouTube! (cont) http://t.co/GEeqlubp"
jessiej,To stage ------&gt; http://t.co/Swk6hR3e
jessiej,Here we go boys http://t.co/c1mSJryb
jessiej,Moschino walking http://t.co/ZsiXYPt6
jessiej,Winteeeeer weakness http://t.co/eKIoYtZv
jessiej,Disturbing Shanghai http://t.co/8uLt3KZ7
jessiej,Rizzle kicks wouldn't enjoy it round here http://t.co/Mk8EfYmz
jessiej,Shanghai promo http://t.co/Th9lQNCU
jessiej,WOW http://t.co/9OXj2gsQ
jessiej,Blue http://t.co/pyNTvwfs
jessiej,Topshop top vintage leather trousers from beyond retro and KG velvet heels. #pressready http://t.co/Brlg781R
jessiej,I'm back http://t.co/spFOmBaH
jessiej,What do you all think? http://t.co/GnFRMgsK
jessiej,Short black and sides http://t.co/0kuOksz8
jessiej,Oooouuuuggghhh RT @hannahvasanth21: I MISS my girls. @JessieJ @cherrivoncelle @PhebeEdwards (cont) http://t.co/OBKmnjbW
jessiej,Woo hoo http://t.co/dyUkEyxP
jessiej,Horns http://t.co/ziIpfC1B
jessiej,Stanky face http://t.co/mrdggXek
jessiej,Get away get away from me @alishadobson http://t.co/yOGcO9fn
jessiej,Flouncy http://t.co/fFjFXkNp
jessiej,Here we go http://t.co/GMwb0FCP
jessiej,Mmmmmmm http://t.co/6vTu6tY3
jessiej,Shang- hi-tech http://t.co/UuYIvkN6
jessiej,New look for album 2? http://t.co/tOmLs8Ke
jessiej,Fruity http://t.co/UHzK1t5T
jessiej,Morning Shanghai :) http://t.co/gE3g6Adi
jessiej,"Jetlag ""I'm wide awake"" http://t.co/lN4ZNutk"
jessiej,*Sigh*
jessiej,Pllllllaaaaittt http://t.co/83tud4RZ
jessiej,Cheeeeeese http://t.co/ofTli6qp
jessiej,"""Don't think 2nd best, be number 1"""
jessiej,Going iiiiiinnnn http://t.co/Q6Zo3gug
jessiej,Sent that tweet too soon @TreySongz lol. Happy Birthday @TreySongz party hard and I hope to see you soon to raise a glass *kisses* x
jessiej,Watching tv really trying to understand what's going on...
jessiej,Happy Birthday @TreySongz
jessiej,So many windows http://t.co/1YmlcU2s
jessiej,Me @gingervilledrum and Lewis lol http://t.co/qEu7KCCW
jessiej,Believing http://t.co/JyzP1mVA
jessiej,Only we know the secret @alishadobson lol http://t.co/F4J1KsMw
jessiej,Shanghai high http://t.co/zbzmh1X7
jessiej,Lewis has been shat on or attacked by a bar of chocolate in his sleep! Either  one it's bloody funny haha http://t.co/HfXdXw6Y
jessiej,You know its different... I know you know...
jessiej,Hello Shanghai http://t.co/GyJuTF4I
jessiej,"""Pomp pomp pomp it up"" http://t.co/wa6Bz8ex"
jessiej,Shanghai high 
jessiej,"Since when did posing half naked become OK to be SO public. Some things should be kept personal, (cont) http://t.co/3RczLhVz"
jessiej,Up and away... X
jessiej,Emails emails emails http://t.co/EKT1pzCZ
jessiej,Take off http://t.co/K8fIsrY1
jessiej,My Mum said these 3 books are me!! Haha http://t.co/zCmK5UGq
jessiej,It's all in the socks lol http://t.co/3KZEuBCY
jessiej,Miss you more :( RT @hannahvasanth21: Miss you baby xx RT @JessieJ: Go go go go
jessiej,Its sounding delicious :) RT @SabinaAdams11: @JessieJ how is the album coming along? (:
jessiej,"Lmao RT @ClaudeKelly: *sits, Slides up the stairs backwards and sings...* the sun. Has gone. To bed and so must I."
jessiej,Go go go go RT @hannahvasanth21: I need to be gig ready in 30 mins. I'm still in my PJs. Fail. (cont) http://t.co/0QzA5NIQ
jessiej,Mummy knows best.... Not you thanks *side eye*
jessiej,Sleepy...
jessiej,Right I'm going back to dark hair :)
jessiej,I think I want dark hair again.. Brown hair is kinda boring on me :s
jessiej,GRINS! RT @thedaringestduo: 7 singles. One album. 12 million records worldwide. One woman. @JessieJ. http://t.co/Ey4lIwSB
jessiej,Beverage anyone? http://t.co/SrQU6TZf
jessiej,It's official dun dun duuuun! #thevoiceukseries2 http://t.co/9nilyql4
jessiej,Don't f*** about http://t.co/ogyMNUdC
jessiej,Bored waiting now.... http://t.co/uSC9soA3
jessiej,Or when you boof the door onto the wall. Drop me out! RT @HB_Navy_Gib: @JessieJ @tinietempah once (cont) http://t.co/xuDhxkro
jessiej,Truuuusssst! RT @TinieTempah: It's that first scratch on them alloys that hurts the most... lol
jessiej,@RitaOra hahaha! Go hard my girl! Enjooooy!!! Hope to see you soon xx
jessiej,Happy Birthday @RitaOra :) x
jessiej,"*sings* ""Happy birthday to ya happpppyyyy BIiiiiiiiRrrrtttthday"" @OfficialChip throw your 's up!"
jessiej,isthatjessiej RT @Roxy_DeFlur: @JessieJ what's your instagram name? They are all fake ones
jessiej,RT @XSTROLOGY: #Aries are hard on the outside but soft on the inside.
jessiej,Why do I have a tash? Haha http://t.co/kx7oAhy3
jessiej,Keep strong. Believe. Never give up. I got you 
jessiej,Love my #heartbeats all over the world. Thank you for being so amazing. Goodnight x
jessiej,Xxxxx RT @JessicasHeartx: I turned on @JessieJ music and I stopped crying.
jessiej,Johnnnnyyyy http://t.co/qKYqBEEI
jessiej,Chopsticks http://t.co/6zEJd7Gm
jessiej,Oh @hannahvasanth21  where are you :( http://t.co/ehNo2ThN
jessiej,Aaaaaaahhhhh http://t.co/Hp2lKcHH
jessiej,Hahaha http://t.co/y32OfmOe
jessiej,"""Lovin the crew"" http://t.co/K8ytEP7W"
jessiej,Fringe is getting laaaaaang http://t.co/Bwk5u1tV
jessiej,RT @DALEYmusic: #REMEMBERME feat. @JessieJ available to pre-order now! &gt; http://t.co/Gp360XSP :)
jessiej,#silverlinings #crazyboutyoumy NEW song for the FILM #silverlinings is available on itunes NOW! :D
jessiej,The ruler fringe might have given people the wrong idea of me. But I'm not scary... I do bite sometimes tho ;)
jessiej,Queen http://t.co/0E7eSnb6
jessiej,Yes you are http://t.co/0KCrNGaL
jessiej,Mosquito's errrrwhere http://t.co/DAR5bsLA
jessiej,Just incase you forgot how to spell Jahmene... #xfactor
jessiej,RT @Big_Starv: RT @JessieJ: James Arthur to win #xfactor&lt; God will continue to shower you with blessings for that tweet. #WeTenkGaad
jessiej,Lavely :) RT @HeartBeatxx33: @JessieJ Rihanna's on the xfactor tomorrow.
jessiej,Slyly want Rylan to be my stylist and my friend. #xfactor lol
jessiej,Btw I paused it to cook. So watching it on some made delay.... #xfactor
jessiej,*Waves* RT @earc0nd0m: @JessieJ right now you have 6260262 followers ;)
jessiej,James Arthur to win #xfactor
jessiej,Why would you ask Louis for vocal critic?... His last album was sick right? *straight face* lol #xfactor
jessiej,Flowers http://t.co/FaqzoCPX
jessiej,X http://t.co/jvUcMAVx
jessiej,East London has a lot of great shhtuff in and around it lol
jessiej,I've not seen #xfactor this year. So that was something I was not expecting when it came on. Blimey. *giggles*
jessiej,#xfactor human chess pieces hahahahaha
jessiej,The dance moves that these *human chest pieces* are killing me! Hahahahaha
jessiej,Loves it http://t.co/mmQ53Jan
jessiej,Hahaha http://t.co/Gpk8rBnc
jessiej,Don't let it happen http://t.co/eOMA9yvS
jessiej,Uh huh http://t.co/wStDNBh1
jessiej,:) http://t.co/IXtEGc5f
jessiej,Jessie Jaw lol http://t.co/AhD8e2aT
jessiej,Pffffft http://t.co/0XTwjYIj
jessiej,Crazy bout you http://t.co/e47v6ugs
jessiej,I wonder what I was looking at http://t.co/nHV0Mmcn
jessiej,The Voice Series 2 coming soooon :D http://t.co/gr9MCpyT
jessiej,I miss having dark hair hmmm http://t.co/Ze8W0RRj
jessiej,Snack snack snack http://t.co/uv7mdeOn
jessiej,:) x RT @MY_SUGARCAKE: @JessieJ I don't care what people say that I'm crazy over you.Love your (cont) http://t.co/D7CdV7u4
jessiej,Sometimes we have to accept and not expect
jessiej,"""I got business I'm attending to"" http://t.co/AtRLQt9v"
jessiej,Time to clear the mist...
jessiej,"I have had 4 people this week say ""You really look like Jessie J"" lol"
jessiej,You have a degree but you have no minutes...  Lol
jessiej,"""I wish we never did it"""
jessiej,I miss performing ohhhhh http://t.co/mKyxl3w4
jessiej,Claw hand http://t.co/PHb7opGB
jessiej,Hello http://t.co/bMJ03phX
jessiej,Christmas jumpers in full shhhhwing http://t.co/f5Nxf2EG
jessiej,Been a LONG day! Time to chill! http://t.co/0bIXrmWH
jessiej,I've had her before haha! RT @djcharlesy: Here she is and here's her bossy car.. Hahaha http://t.co/2QktlJEB
jessiej,What whaaaaat! Boom! RT @DALEYmusic: Official video #RememberMe (Feat. @JessieJ) -  2 million + views. Amazing &gt; http://t.co/aNRNaG5o
jessiej,Broken Sleep :(
jessiej,Dinner :) http://t.co/93dazDqj
jessiej,I'm making chicken curry and rice :D RT @gluiz_: @JessieJ what you have prepared for dinner?
jessiej,He makes me pull this face :s http://t.co/he00QCKT
jessiej,Raaaaaah http://t.co/X4zLPMW2
jessiej,Kiss http://t.co/HubIW06X
jessiej,;) http://t.co/AW1D7zKP
jessiej,Bestie grin http://t.co/bKRw8VOi
jessiej,I wanna come! RT @Meghan_HB: @JessieJ I'm going to see Silver Linings tomorrow at the cinema :D #excited
jessiej,Time to cook dinner... :)
jessiej,Leave @fetchgurl1 alone now people. I am never being mean and I didn't mean it how some of you are (cont) http://t.co/zVyFKOzu
jessiej,Amazing film one of my favs RT @GemmaPurry: @JessieJ Life of David Gale if you like a thriller - it's my favourite!
jessiej,I want to watch a film later. Any suggestions of amazing films?
jessiej,"""Auto glass repair Auto glass replace"" The things I randomly sing. Weirdo."
jessiej,"Lol.. Who is it then? RT @fetchgurl1: I don't like @JessieJ's new look thing, she looks fabulous but it's not her"
jessiej,Uh huh! High five to that yo! RT @IrishJessieJFan: Why are some people like 'I miss the old (cont) http://t.co/qBAY29Bp
jessiej,Yes :) RT @Heartbeats4JJ: @JessieJ will you do an acoustic of silver linings?!! :D (please???)
jessiej,RT @LozzaHeartbeat: @jessiej crazy bout you is number 58 on iTunes! #letsgetittonumber1
jessiej,Happy thanksgiving all my USA #heartbeats and anyone celebrating it today! Love love love!
jessiej,RT @Labrinthda1st: Sometimes it just ROLLS like that..
jessiej,How many technical but confused kids are gonna tweet santa this year...
jessiej,Haha RT @tashlonghurst: DUN DUN DUNNNNNNNN RT @JessieJ: THE friEND....
jessiej,THE friEND....
jessiej,;) RT @Liamy25: @jessiej &lt;3 http://t.co/XaN2wFmz
jessiej,RT @LaurennnByrneee: OMGGGG New @JessieJ video!! http://t.co/8HicqbUq !!! #Amazingggg &lt;3
jessiej,You lot make me laugh lol loves it RT @London_innit: @JessieJ I tried calling myself the other day (cont) http://t.co/c0g8TJMt
jessiej,Lmao! RT @HollieCornmell: @JessieJ do you often get phone calls from yourself?
jessiej,Bronnie.... What you said about me on national television made you look like such a lovely girl... (cont) http://t.co/8q0X0pdL
